"ISIN","Company","Country"
"TW0002317005","Hon Hai Precision Industry Co Ltd","Taiwan"
"ZAE000042164","MTN Group Ltd","South Africa"
"JP3496400007","KDDI Corp","Japan"
"CA7751092007","Rogers Communications Inc","Canada"
"NO0010063308","Telenor ASA","Norway"
"JP3436100006","SoftBank Group Corp","Japan"
"SG1T75931496","Singapore Telecommunications Ltd","Singapore"
"US5502411037","Lumen Technologies Inc","United States of America"
"TW0002412004","Chunghwa Telecom Co Ltd","Taiwan"
"KR7030200000","KT Corp","Korea; Republic (S. Korea)"
"JP3783600004","East Japan Railway Co","Japan"
"JP3566800003","Central Japan Railway Co","Japan"
"US5178341070","Las Vegas Sands Corp","United States of America"
"US5529531015","MGM Resorts International","United States of America"
"JP3659000008","West Japan Railway Co","Japan"
"IE00BYTBXV33","Ryanair Holdings plc","Ireland; Republic of"
"GRS419003009","Greek Organisation of Football Prognostics SA","Greece"
"FR0000031122","Air France KLM SA","Unable to resolve all requested identifiers."
"JP3574200006","Tokyu Corp","Japan"
"AU000000TAH8","Tabcorp Holdings Ltd","Australia"
"SG1V61937297","Singapore Airlines Ltd","Singapore"
"LR0008862868","Royal Caribbean Cruises Ltd","United States of America"
"GB00B1KJJ408","Whitbread plc","United Kingdom"
"GB00BHJYC057","Intercontinental Hotels Group plc","United Kingdom"
"US8941641024","Travel + Leisure Co","United States of America"
"US2371941053","Darden Restaurants Inc","United States of America"
"ES0144580Y14","Iberdrola SA","Spain"
"GB0007908733","SSE PLC","United Kingdom"
"US25746U1097","Dominion Energy Inc","United States of America"
"GB00B033F229","Centrica plc","United Kingdom"
"US7445731067","Public Service Enterprise Group Inc","United States of America"
"US29364G1031","Entergy Corp","United States of America"
"US3379321074","FirstEnergy Corp","United States of America"
"US9694571004","Williams Companies Inc","United States of America"
"JP3228600007","Kansai Electric Power Co Inc","Japan"
"JP3526600006","Chubu Electric Power Co Inc","Japan"
"US69331C1080","PG&E Corp","United States of America"
"US8168511090","Sempra","United States of America"
"JP3573000001","Tokyo Gas Co Ltd","Japan"
"KR7015760002","Korea Electric Power Corp","Korea; Republic (S. Korea)"
"DE0008430026","Muenchener Rueckversicherungs Gesellschaft AG","Germany"
"GB0007099541","Prudential plc","United Kingdom"
"AU000000ANZ3","ANZ Group Holdings Ltd","Australia"
"CA8911605092","Toronto-Dominion Bank","Canada"
"BRGOAUACNPR8","Metalurgica Gerdau SA","Brazil"
"NO0010208051","Yara International ASA","Norway"
"GB0006731235","Associated British Foods plc","United Kingdom"
"TW0001216000","Uni-President Enterprises Corp","Taiwan"
"US03076C1062","Ameriprise Financial Inc","United States of America"
"TW0002891009","CTBC Financial Holding Co Ltd","Taiwan"
"US12572Q1058","CME Group Inc","United States of America"
"TW0002881000","Fubon Financial Holding Co Ltd","Taiwan"
"HK0388045442","Hong Kong Exchanges and Clearing Ltd","Hong Kong"
"BMG491BT1088","Invesco Ltd","United States of America"
"BRITSAACNPR7","Itausa SA","Brazil"
"AU000000MQG1","Macquarie Group Ltd","Australia"
"JE00BJ1DLW90","Man Group plc","United Kingdom"
"US57636Q1040","Mastercard Inc","United States of America"
"TW0002886009","Mega Financial Holding Co Ltd","Taiwan"
"US74144T1088","T. Rowe Price Group Inc","United States of America"
"US92826C8394","Visa Inc","United States of America"
"JP3304200003","Komatsu Ltd","Japan"
"JP3902400005","Mitsubishi Electric Corp","Japan"
"AU000000QBE9","QBE Insurance Group Ltd","Australia"
"US25470M1099","DISH Network Corp","United States of America"
"LU0088087324","SES SA","Luxembourg"
"US42809H1077","Hess Corp","United States of America"
"JP3300600008","Konica Minolta Inc","Japan"
"TW0002357001","Asustek Computer Inc","Taiwan"
"TW0002498003","HTC Corp","Taiwan"
"CA09228F1036","BlackBerry Ltd","Canada"
"HK0000049939","China Unicom Hong Kong Ltd","Hong Kong"
"JP3260800002","Kintetsu Group Holdings Co Ltd","Japan"
"FR0000121220","Sodexo SA","France"
"US9831341071","Wynn Resorts Ltd","United States of America"
"FI0009007132","Fortum Oyj","Finland"
"JP3605400005","Tohoku Electric Power Co Inc","Japan"
"CH0008837566","Allreal Holding AG","Switzerland"
"CH0110240600","Arbonia AG","Switzerland"
"CH0043238366","Aryzta AG","Switzerland"
"AT0000A18XM4","ams OSRAM AG","Austria"
"CH0350494719","Banque Cantonale de Geneve","Switzerland"
"CH0531751755","Banque Cantonale Vaudoise","Switzerland"
"CH0009002962","Barry Callebaut AG","Switzerland"
"CH0001473559","Basellandschaftliche Kantonalbank","Switzerland"
"CH0011432447","Basilea Pharmaceutica AG","Switzerland"
"CH0009236461","Basler Kantonalbank","Switzerland"
"CH0009691608","Berner Kantonalbank AG","Switzerland"
"CH0001503199","Belimo Holding AG","Unable to resolve all requested identifiers."
"CH0130293662","BKW AG","Switzerland"
"CH0002432174","Bucher Industries AG","Switzerland"
"CH0025536027","Burckhardt Compression Holding AG","Switzerland"
"CH0030486770","Daetwyler Holding AG","Switzerland"
"CH0023405456","Dufry AG","Switzerland"
"CH0022268228","EFG International AG","Switzerland"
"CH0012829898","Emmi AG","Switzerland"
"CH0016440353","Ems Chemie Holding AG","Switzerland"
"CH0319416936","Flughafen Zuerich AG","Switzerland"
"CH0003541510","Forbo Holding AG","Switzerland"
"CH0102659627","GAM Holding AG","Switzerland"
"CH0030170408","Geberit AG","Switzerland"
"CH1169151003","Georg Fischer AG","Switzerland"
"CH0001340204","Graubuendner Kantonalbank","Switzerland"
"CH0466642201","Helvetia Holding AG","Switzerland"
"CH0030380734","Huber+Suhner AG","Switzerland"
"CH0011795959","Dormakaba Holding AG","Switzerland"
"CH0025238863","Kuehne und Nagel International AG","Switzerland"
"CH0022427626","Lem Holding SA","Switzerland"
"LI0355147575","Liechtensteinische Landesbank AG","Liechtenstein"
"CH0010570759","Chocoladefabriken Lindt & Spruengli AG","Switzerland"
"CH0025751329","Logitech International SA","Switzerland"
"CH0011693600","Luzerner Kantonalbank AG","Unable to resolve all requested identifiers."
"CH0039821084","Metall Zug AG","Switzerland"
"CH0108503795","Meyer Burger Technology AG","Switzerland"
"CH0011108872","Mobimo Holding AG","Switzerland"
"CH0024608827","Partners Group Holding AG","Switzerland"
"CH1261338102","Phoenix Mecano AG","Switzerland"
"CH0018294154","PSP Swiss Property AG","Switzerland"
"CH0003671440","Rieter Holding AG","Switzerland"
"CH1263676327","Romande Energie Holding SA","Switzerland"
"CH0024638196","Schindler Holding AG","Switzerland"
"CH0005795668","Swiss Steel Holding AG","Switzerland"
"CH0010754924","Schweiter Technologies AG","Unable to resolve all requested identifiers."
"CH0418792922","Sika AG","Switzerland"
"CH0012549785","Sonova Holding AG","Switzerland"
"CH0011484067","St Galler Kantonalbank AG","Switzerland"
"CH0012280076","Straumann Holding AG","Unable to resolve all requested identifiers."
"CH0038388911","Sulzer AG","Switzerland"
"CH0014852781","Swiss Life Holding AG","Switzerland"
"CH0008038389","Swiss Prime Site AG","Switzerland"
"CH0012100191","Tecan Group AG","Switzerland"
"CH0012453913","Temenos AG","Switzerland"
"CH0048265513","Transocean Ltd","Switzerland"
"CH0014786500","Valiant Holding AG","Switzerland"
"CH0530235594","Vetropack Holding SA","Switzerland"
"CH0012335540","Vontobel Holding AG","Switzerland"
"CH0528751586","VZ Holding AG","Switzerland"
"IE00BLNN3691","Weatherford International PLC","United States of America"
"CH0276534614","Zehnder Group AG","Switzerland"
"CH0493891243","Zuger Kantonalbank","Switzerland"
"AU000000APA1","APA Group","Australia"
"SE0000825820","Lundin Energy AB","Sweden"
"CA6445351068","New Gold Inc","Canada"
"CA74022D3085","Precision Drilling Corp","Unable to resolve all requested identifiers."
"US98419M1009","Xylem Inc","United States of America"
"GB00B1YW4409","3i Group plc","United Kingdom"
"JP3152740001","ABC-Mart Inc","Japan"
"US0028962076","Abercrombie & Fitch Co","United States of America"
"ES0132105018","Acerinox SA","Spain"
"US00507V1098","Activision Blizzard Inc","United States of America"
"GB00B02J6398","Admiral Group plc","United Kingdom"
"FR0010340141","Aeroports de Paris SA","France"
"US00751Y1064","Advance Auto Parts Inc","United States of America"
"JP3122400009","Advantest Corp","Japan"
"JP3131400008","Aeon Financial Service Co Ltd","Japan"
"JP3131430005","Aeon Mall Co Ltd","Japan"
"US0010841023","AGCO Corp","United States of America"
"AU000000AGL7","AGL Energy Ltd","Australia"
"CA0084741085","Agnico Eagle Mines Ltd","Canada"
"CA67077M1086","Nutrien Ltd","Canada"
"HK0000069689","AIA Group Ltd","Hong Kong"
"JP3160670000","Air Water Inc","Japan"
"US00971T1016","Akamai Technologies Inc","United States of America"
"NO0010215684","Akastor ASA","Norway"
"SE0000695876","Alfa Laval AB","Sweden"
"JP3126340003","Alfresa Holdings Corp","Japan"
"JP3429800000","ANA Holdings Inc","Japan"
"US01741R1023","ATI Inc","United States of America"
"US0185811082","Bread Financial Holdings Inc","United States of America"
"US0188021085","Alliant Energy Corp","United States of America"
"JP3122800000","Amada Co Ltd","Japan"
"ES0109067019","Amadeus IT Group SA","Spain"
"AU000000AMC4","Amcor PLC","United Kingdom"
"US0236081024","Ameren Corp","United States of America"
"US03027X1000","American Tower Corp","United States of America"
"US0304201033","American Water Works Company Inc","United States of America"
"US0311001004","AMETEK Inc","United States of America"
"US0320951017","Amphenol Corp","United States of America"
"US0357104092","Annaly Capital Management Inc","NULL"
"GB0000456144","Antofagasta plc","United Kingdom"
"IE00BLP1HW54","Aon PLC","Ireland; Republic of"
"JP3711200000","Aozora Bank Ltd","Japan"
"CA00208D4084","ARC Resources Ltd","Canada"
"BMG0450A1053","Arch Capital Group Ltd","Bermuda"
"US0427351004","Arrow Electronics Inc","United States of America"
"SG1M77906915","CapitaLand Ascendas REIT","Singapore"
"KYG0535Q1331","ASMPT Ltd","Hong Kong"
"NL0010273215","ASML Holding NV","Netherlands"
"US04621X1081","Assurant Inc","United States of America"
"CA04682R1073","Athabasca Oil Corp","Canada"
"SE0011166610","Atlas Copco AB","Sweden"
"FR0000051732","Atos SE","France"
"NZAIAE0002S6","Auckland International Airport Ltd","New Zealand"
"AU000000ASX7","ASX Ltd","Australia"
"US0527691069","Autodesk Inc","United States of America"
"IT0001137345","Autogrill SpA","Italy"
"US0528001094","Autoliv Inc","Sweden"
"US0533321024","Autozone Inc","United States of America"
"US0534841012","AvalonBay Communities Inc","United States of America"
"US0538071038","Avnet Inc","United States of America"
"BMG0692U1099","AXIS Capital Holdings Ltd","Bermuda"
"GB0009697037","Babcock International Group plc","United Kingdom"
"IT0005218752","Banca Monte dei Paschi di Siena SpA","NULL"
"ES0113860A34","Banco de Sabadell SA","Spain"
"IL0006625771","Bank Hapoalim BM","Israel"
"IL0006046119","Bank Leumi Le Israel BM","Israel"
"HK0023000190","Bank of East Asia Ltd","Hong Kong"
"JP3251200006","Bank of Kyoto Ltd","Japan"
"CA0636711016","Bank of Montreal","Canada"
"CA07317Q1054","Baytex Energy Corp","Canada"
"US89832Q1094","Truist Financial Corp","United States of America"
"DE0005200000","Beiersdorf AG","Germany"
"BE0003810273","Proximus NV","Belgium"
"AU000000BEN6","Bendigo and Adelaide Bank Ltd","Australia"
"JP3835620000","Benesse Holdings Inc","Japan"
"US0844231029","W. R. Berkley Corp","United States of America"
"IL0002300114","Bezeq Israeli Telecommunication Corp Ltd","Israel"
"FR0000120966","Societe BIC SA","France"
"US09062X1037","Biogen Inc","United States of America"
"US09247X1019","BlackRock Inc","United States of America"
"HK2388011192","BOC Hong Kong Holdings Ltd","Hong Kong"
"SE0012455673","Boliden AB","Unable to resolve all requested identifiers."
"AU000000BLD2","Boral Ltd","Australia"
"US0997241064","BorgWarner Inc","United States of America"
"US1011211018","Boston Properties Inc","United States of America"
"AU000000BXB1","Brambles Ltd","Australia"
"DE000A1DAHH0","Brenntag AG","Germany"
"JP3830000000","Brother Industries Ltd","Japan"
"US1156372096","Brown-Forman Corp","United States of America"
"GB00B0744B38","Bunzl plc","United Kingdom"
"GB0031743007","Burberry Group plc","United Kingdom"
"FR0006174348","Bureau Veritas SA","France"
"US12541W2098","CH Robinson Worldwide Inc","United States of America"
"US1270971039","Coterra Energy Inc","United States of America"
"CA1247651088","CAE Inc","Canada"
"CA13321L1085","Cameco Corp","Canada"
"CA1360691010","Canadian Imperial Bank of Commerce","Canada"
"CA1363751027","Canadian National Railway Co","Canada"
"CA13645T1003","Canadian Pacific Railway Ltd","Unable to resolve all requested identifiers."
"CA1366812024","Canadian Tire Corporation Ltd","Canada"
"CA1367178326","Canadian Utilities Ltd","Canada"
"FR0000125338","Capgemini SE","France"
"US1431301027","Carmax Inc","United States of America"
"JP3209000003","Casio Computer Co Ltd","Japan"
"HK0293001514","Cathay Pacific Airways Ltd","Hong Kong"
"US12504L1098","CBRE Group Inc","United States of America"
"US1508701034","Celanese Corp","United States of America"
"CA15135U1093","Cenovus Energy Inc","Canada"
"US15189T1079","CenterPoint Energy Inc","United States of America"
"CA1520061021","Centerra Gold Inc","Canada"
"US1252691001","CF Industries Holdings Inc","United States of America"
"FR0013181864","CGG SA","France"
"CA12532H1047","CGI Inc","Canada"
"JP3511800009","Chiba Bank Ltd","Japan"
"US1696561059","Chipotle Mexican Grill Inc","United States of America"
"JP3528600004","Chiyoda Corp","Japan"
"JP3519400000","Chugai Pharmaceutical Co Ltd","Japan"
"JP3522200009","Chugoku Electric Power Co Inc","Japan"
"US1713401024","Church & Dwight Co Inc","United States of America"
"CA1254911003","CI Financial Corp","Canada"
"US1720621010","Cincinnati Financial Corp","United States of America"
"JP3352400000","Citizen Watch Co Ltd","Japan"
"SG1R89002252","City Developments Ltd","Singapore"
"US1858991011","Cleveland-Cliffs Inc","United States of America"
"HK0002007356","CLP Holdings Ltd","Hong Kong"
"JP3293200006","Coca-Cola Bottlers Japan Holdings Inc","Japan"
"AU000000COH5","Cochlear Ltd","Australia"
"US1924461023","Cognizant Technology Solutions Corp","United States of America"
"DK0060448595","Coloplast A/S","Denmark"
"US2003401070","Comerica Inc","United States of America"
"SG1N31909426","Comfortdelgro Corporation Ltd","Singapore"
"AU000000CPU5","COMPUTERSHARE LIMITED","Australia"
"US2091151041","Consolidated Edison Inc","United States of America"
